REGISTRO_ANIO;REGISTRO_NUMERO;REGISTRO_FECHA;RESPONSABLE_DOCUMENTO;MASCOTA_TIPO;MASCOTA_SEXO;MASCOTA_NOMBRE;MASCOTA_RAZA;MASCOTA_ULTIMA_VACUNA;MASCOTA_ULTIMA_DESPARACITACION;CAMPANIA;LATITUD;LONGITUD;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;FECHA_CORTE
2023;8565;20230804;84fb6a3f09eb66e5fd97ab628893de472ee7c2653eee5b7d470f01ee40550c29;PERRO;MACHO;WILLY;AIREDALE TERRIER;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1861284;-77.0085402;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8566;20230804;9b3254b196cba2be3049bd60991092b1ad5cee26d036b86813bf8086407176dd;PERRO;HEMBRA;CAROLINA;SHIH TZU;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1861284;-77.0085402;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8572;20230804;0a6fd611a0bed4bf747156a625368c76cbc2e63c397682fe3574c7c3f8e0da5c;PERRO;HEMBRA;CANELA;AMERICAN PIT BULL TERRIER;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1861139;-77.0085295;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8573;20230804;0a6fd611a0bed4bf747156a625368c76cbc2e63c397682fe3574c7c3f8e0da5c;PERRO;HEMBRA;SOL;JACK RUSSELL TERRIER;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1861139;-77.0085295;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8574;20230804;ed40c068c02d0c0860fcec588dd34e2d98930a97ef3493df8aa3e417f4690354;PERRO;HEMBRA;TECHY;SHIH TZU;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1861139;-77.0085295;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8575;20230804;2d4b7a01c018a2bf51286c167e2b80a91b75edac42eb8056465eff89dd650b71;PERRO;HEMBRA;LISA;SHIH TZU;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1861139;-77.0085295;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8576;20230804;2d4b7a01c018a2bf51286c167e2b80a91b75edac42eb8056465eff89dd650b71;PERRO;HEMBRA;ANY;SHIH TZU;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1861139;-77.0085295;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8577;20230804;2d4b7a01c018a2bf51286c167e2b80a91b75edac42eb8056465eff89dd650b71;PERRO;HEMBRA;TERE;MESTIZO;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1861139;-77.0085295;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8578;20230804;7199094c9315a09c41343ce2493550ad6b1183e21be5da70eaa705d01864f281;PERRO;HEMBRA;ZOE;PEKINES;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1860455;-77.0084997;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8579;20230804;c84a15541bdc629f258166809a30a2ba9378bf9bd3fe3206d2402bd85f3d1831;PERRO;HEMBRA;BLANCA;AIREDALE TERRIER;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1860455;-77.0084997;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8580;20230804;419c7ed7a1500b80532f9a88fd70de49eb4fbc9e892f450ea222c1940dc44049;PERRO;HEMBRA;CRISTINA;AIREDALE TERRIER;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1860455;-77.0084997;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8581;20230804;f1871428dfcd128a4d1a5394dea00d7d3a9ea845f4afe23a0a86af453c765e7c;PERRO;HEMBRA;PEKY;SHIH TZU;20230804;20230804;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1860455;-77.0084997;LIMA;LIMA;CHORRILLOS;150102;20240422
2023;8582;20230804;11b9e93ee5884134df34281c9c90797599d35c666d7bafcdbb28dd4822058c3f;PERRO;MACHO;PONCHITO;MESTIZO;20230804;20220904;CHORRIPATITAS - LOSA DEPORTIVA DE SANTA TERESA DE ;-12.1860455;-77.0084997;LIMA;LIMA;CHORRILLOS;150102;20240422
